,label,intensity,symmetry
177,0,114.87,76.22
178,0,150.49,66.49
179,0,144.73,85.82
180,0,121.53,69.73
181,0,144.42,76.56
182,0,149.02,72.76
183,0,131.62,89.52
184,0,128.05,53.83
185,0,116.05,60.37
186,0,155.35,87.5
187,0,131.68,78.57
188,0,155.06,73.98
189,0,142.53,63.13
190,0,137.33,65.08
191,0,126.8,76.75
192,0,126.08,65.96
193,0,142.58,66.17
194,0,135.75,67.31
195,0,136.58,77.75
196,0,125.76,59.19
197,0,145.64,77.18
198,0,143.06,52.9
199,0,128.14,42.47
200,0,152.58,65.22
201,0,115.01,70.25
202,0,144.74,79.06
203,0,131.06,61.02
204,0,152.6,81.63
205,0,147.07,69.49
206,0,152.7,66.67
207,0,127.78,65.22
208,0,137.73,74.69
209,0,124.33,75.09
210,0,141.66,75.44
211,0,129.39,66.12
212,0,138.25,71.72
213,0,147.71,55.26
214,0,144.04,37.22
215,0,121.99,74.78
216,0,135.32,70.37
217,0,137.84,56.63
218,0,121.03,84.5
219,0,133.45,95.25
220,0,150.33,74.01
221,0,141.16,63.62
222,0,123.73,75.63
223,0,133.82,76.58
224,0,156.07,65.82
225,0,141.04,55.61
226,0,117.22,74.26
227,0,158.85,75.38
228,0,133.7,70.73
229,0,137.08,79.81
230,0,122.81,72.25
231,0,129.64,75.2
232,0,140.53,78.83
233,0,125.74,60.33
234,0,149.84,82.78
235,0,120.2,64.76
236,0,126.51,71.68
237,0,153.26,58.1
238,0,140.17,72.15
239,0,122.13,88.13
240,0,149.95,59.44
241,0,145.87,46.25
242,0,125.22,73.09
243,0,125.87,66.19
244,0,136.07,72.33
245,0,124.82,58.23
246,0,122.82,51.51
247,0,126.21,63.08
248,0,128.26,69.31
249,0,124.44,75.14
250,0,131.28,73.57
251,0,125.33,61.78
252,0,133.28,50.76
253,0,119.54,77.95
254,0,135.09,61.75
255,0,136.38,67.91
256,0,120.87,68.07
257,0,112.59,72.55
258,0,127.23,72.75
259,0,129.87,67.55
260,0,154.07,56.46
261,0,119.6,74.33
262,0,124.81,79.78
263,0,126.71,69.75
264,0,152.07,64.93
265,0,115.96,66.78
266,0,146.39,72.0
267,0,130.3,80.71
268,0,134.54,68.5
269,0,117.68,67.06
270,0,124.2,70.21
271,0,132.0,64.39
272,0,119.69,62.1
273,0,120.99,71.0
274,0,140.69,56.78
275,0,139.05,39.99
276,0,134.0,58.53
277,0,112.75,61.01
278,0,134.1,79.77
279,0,120.08,68.52
280,0,118.59,74.85
281,0,148.7,76.67
282,0,143.27,68.28
283,0,119.72,75.85
284,0,136.78,80.24
285,0,137.07,61.47
286,0,146.07,55.8
287,0,119.95,66.47
288,0,154.02,63.89
289,0,134.08,73.25
290,0,143.23,62.25
291,0,128.39,60.11
292,0,145.49,68.9
293,0,131.05,77.53
294,0,132.65,54.98
295,0,139.31,71.73
296,0,120.62,83.73
297,0,127.29,66.47
298,0,151.55,73.28
299,0,146.8,56.36
300,0,145.41,79.08
301,0,116.04,52.25
302,0,117.39,63.81
303,0,131.08,57.86
304,0,132.62,73.87
305,0,138.09,47.89
306,0,115.88,76.64
307,0,144.53,61.98
308,0,139.22,77.59
309,0,151.25,52.48
310,0,138.03,66.92
311,0,144.55,56.18
312,0,123.04,69.0
313,0,139.36,71.22
314,0,136.72,63.67
315,0,127.13,65.18
316,0,152.16,80.28
317,0,140.23,71.47
318,0,131.62,66.86
319,0,143.98,70.72
320,0,128.98,69.55
321,0,130.28,69.81
322,0,132.08,67.74
323,0,149.38,68.51
324,0,118.63,78.0
325,0,119.38,57.64
326,0,151.32,62.51
327,0,132.11,95.07
328,0,124.75,60.76
329,0,140.06,69.22
330,0,127.73,64.69
331,0,152.07,63.3
332,0,139.5,70.16
333,0,120.29,68.26
334,0,150.2,57.31
335,0,133.07,74.09
336,0,140.29,68.26
337,0,131.12,65.07
338,0,127.91,78.8
339,0,117.74,68.12
340,0,122.45,80.45
341,0,153.03,64.0
342,0,148.36,80.55
343,0,136.16,38.33
344,0,154.19,64.45
345,0,130.79,61.24
346,0,131.85,63.32
347,0,122.63,89.0
348,0,122.3,60.43
349,0,142.28,60.58
350,0,126.82,75.98
351,0,137.27,69.6
352,0,120.8,50.11
353,0,140.31,54.18
354,0,126.32,69.86
355,0,132.42,57.52
356,0,138.62,77.89
357,0,126.9,81.51
358,0,158.41,68.47
359,0,135.69,63.78
360,0,142.87,52.87
361,0,121.39,90.45
362,0,153.55,40.8
363,0,130.97,63.5
364,0,139.68,70.58
365,0,120.05,68.61
366,0,143.95,76.67
367,0,136.2,69.42
368,0,122.61,74.4
369,0,136.13,86.91
370,0,128.21,65.84
371,0,126.12,82.52
372,0,137.25,63.6
373,0,146.13,65.17
374,0,120.62,69.9
375,0,135.94,74.03
376,0,149.71,97.44
377,0,149.68,67.23
378,0,124.89,88.13
379,0,146.76,73.28
380,0,145.95,79.03
381,0,137.27,78.11
382,0,144.3,82.64
383,0,129.21,78.48
384,0,118.53,63.08
385,0,128.92,54.97
386,0,116.49,66.71
387,0,150.11,87.92
388,0,124.67,74.46
389,0,147.34,65.53
390,0,139.36,77.31
391,0,129.11,70.04
392,0,154.56,62.48
393,0,127.21,80.18
394,0,120.7,59.29
395,0,139.29,50.7
396,0,148.07,76.45
397,0,128.45,44.15
398,0,140.53,62.8
399,0,140.75,74.13
400,0,130.96,67.05
401,0,136.64,79.2
402,0,128.13,76.02
403,0,136.64,74.71
404,0,124.2,68.59
405,0,126.65,72.44
406,0,133.16,53.2
407,0,136.18,66.19
408,0,121.88,74.3
409,0,131.82,45.6
410,0,126.04,75.25
411,0,113.76,69.21
412,0,120.09,77.81
413,0,115.72,67.21
414,0,142.15,61.42
415,0,131.42,48.45
416,0,137.51,70.06
417,0,124.29,50.45
418,0,136.06,67.2
419,0,113.51,50.88
420,0,135.0,75.92
421,0,150.91,73.84
422,0,139.95,66.44
423,0,131.18,61.73
424,0,114.94,62.95
425,1,44.7,34.02
426,1,59.85,43.62
427,1,48.55,39.47
428,1,69.44,35.56
429,1,51.54,41.82
430,1,46.67,40.37
431,1,48.1,38.82
432,1,46.82,40.29
433,1,56.52,40.01
434,1,63.15,33.74
435,1,48.03,38.82
436,1,47.82,40.84
437,1,52.23,34.31
438,1,48.13,36.53
439,1,60.87,30.46
440,1,48.83,38.96
441,1,52.65,38.24
442,1,53.78,38.77
443,1,45.94,36.24
444,1,63.64,36.5
445,1,51.63,39.75
446,1,54.95,35.96
447,1,54.09,39.49
448,1,58.14,43.52
449,1,57.15,41.02
450,1,47.61,32.89
451,1,57.45,42.24
452,1,54.8,34.26
453,1,50.19,41.23
454,1,66.1,33.4
455,1,49.49,37.18
456,1,58.05,43.64
457,1,60.22,36.0
458,1,45.92,39.75
459,1,49.33,34.41
460,1,66.89,23.01
461,1,67.91,42.81
462,1,57.16,42.3
463,1,46.48,30.78
464,1,57.45,43.75
465,1,52.23,34.44
466,1,44.38,35.55
467,1,46.81,39.57
468,1,55.77,38.6
469,1,50.87,30.89
470,1,60.11,30.26
471,1,46.67,32.01
472,1,62.02,34.15
473,1,64.5,39.56
474,1,48.07,39.44
475,1,51.56,38.48
476,1,47.55,36.54
477,1,60.38,36.07
478,1,45.49,39.31
479,1,49.19,42.02
480,1,68.69,30.65
481,1,53.48,39.61
482,1,44.64,35.64
483,1,46.15,37.28
484,1,56.49,40.0
485,1,65.35,37.49
486,1,52.53,43.06
487,1,50.52,28.01
488,1,62.47,29.0
489,1,57.51,44.76
490,1,51.19,37.22
491,1,61.44,41.55
492,1,57.21,32.62
493,1,53.19,39.44
494,1,57.44,36.76
495,1,65.31,32.49
496,1,68.73,40.05
497,1,48.75,40.75
498,1,51.16,34.25
499,1,55.03,39.64
500,1,65.95,37.48
501,1,68.78,35.45
502,1,69.49,35.97
503,1,69.25,30.3
504,1,55.45,32.33
505,1,55.71,29.71
506,1,56.25,38.37
507,1,54.33,40.51
508,1,67.25,30.56
509,1,44.7,36.22
510,1,49.72,37.6
511,1,48.62,35.52
512,1,46.46,36.15
513,1,51.98,33.76
514,1,50.57,31.16
515,1,62.71,24.44
516,1,49.02,40.51
517,1,64.49,32.51
518,1,53.77,42.78
519,1,65.04,43.4
520,1,70.11,34.79
521,1,48.93,40.33
522,1,51.78,31.76
523,1,53.27,32.25
524,1,57.15,28.04
525,1,46.64,33.81
526,1,57.24,42.98
527,1,60.28,42.76
528,1,50.16,42.46
529,1,44.25,35.88
530,1,57.53,38.5
531,1,54.07,42.91
532,1,66.31,42.05
533,1,46.25,34.49
534,1,65.71,39.11
535,1,65.24,44.37
536,1,66.97,29.87
537,1,51.74,35.26
538,1,60.95,42.35
539,1,72.89,39.27
540,1,55.94,37.45
541,1,56.31,35.03
542,1,55.04,29.51
543,1,52.26,41.55
544,1,49.82,40.95
545,1,59.38,34.33
546,1,54.69,36.5
547,1,46.23,37.56
548,1,64.4,32.67
549,1,59.01,32.59
550,1,46.2,39.56
551,1,49.56,31.95
552,1,53.05,40.17
553,1,45.66,34.53
554,1,62.59,41.63
555,1,52.04,42.52
556,1,72.13,36.67
557,1,57.18,33.13
558,1,59.19,30.92
559,1,52.53,37.07
560,1,51.54,36.07
561,1,47.35,39.33
562,1,48.92,41.35
563,1,58.29,32.76
564,1,56.03,41.75
565,1,45.47,38.15
566,1,65.24,42.03
567,1,64.82,22.78
568,1,55.22,39.02
569,1,47.91,41.44
570,1,47.46,38.66
571,1,64.79,30.58
572,1,59.21,30.45
573,1,50.36,41.36
574,1,52.92,27.14
575,1,61.87,24.89
576,1,68.55,19.99
577,1,51.07,36.55
578,1,46.68,38.6
579,1,57.31,41.83
580,1,69.5,38.33
581,1,50.69,34.63
582,1,50.62,27.9
583,1,50.18,36.22
584,1,46.58,38.62
585,1,52.33,37.93
586,1,64.94,30.63
587,1,48.58,32.11
588,1,45.51,37.15
589,1,66.05,30.37
590,1,57.21,29.78
591,1,59.93,41.85
592,1,55.81,32.44
593,1,60.37,37.25
594,1,50.6,30.67
595,1,51.72,32.62
596,1,56.38,43.13
597,1,48.04,42.53
598,1,45.74,34.57
599,1,54.09,31.45
600,1,65.62,35.71
601,1,56.32,32.35
602,1,50.53,38.94
603,1,50.28,30.54
604,1,50.75,33.29
605,1,51.23,33.56
606,1,55.76,38.96
607,1,64.83,42.29
608,1,49.56,38.45
609,1,66.17,38.55
610,1,57.82,34.36
611,1,46.09,40.6
612,1,53.23,31.73
613,1,63.4,33.0
614,1,52.45,42.85
615,1,73.67,23.94
616,1,46.41,40.93
617,1,62.46,37.23
618,1,54.07,43.27
619,1,44.11,37.68
620,1,63.72,42.84
621,1,53.82,41.42
622,1,50.8,38.88
623,1,72.35,30.47
624,1,66.38,45.25
625,1,71.7,31.82
626,1,60.65,38.58
627,1,53.67,38.2
628,1,50.43,34.25
629,1,74.56,24.3
630,1,68.51,30.05
631,1,53.67,43.25
632,1,58.67,42.93
633,1,53.49,42.07
634,1,50.71,43.52
635,1,65.43,37.26
636,1,53.05,43.28
637,1,56.09,32.87
638,1,52.33,38.28
639,1,62.0,38.62
640,1,58.35,44.45
641,1,45.4,39.1
642,1,62.02,38.2
643,1,62.79,41.09
644,1,45.37,38.19
645,1,62.99,38.93
646,1,55.03,43.02
647,1,47.54,30.51
648,1,48.8,37.62
649,1,72.62,26.14
650,1,71.84,34.84
651,1,59.52,37.85
652,1,61.33,34.95
653,1,53.04,27.38
654,1,48.79,29.5
655,1,44.15,36.29
656,1,58.04,38.02
657,1,56.83,43.11
658,1,49.7,39.71
659,1,57.03,38.64
660,1,53.28,38.27
661,1,44.07,35.83
662,1,47.37,39.72
663,1,60.51,41.87
664,1,52.96,32.52
665,1,51.84,39.62
666,1,55.16,34.16
667,1,59.66,35.48
668,1,51.33,42.29
669,1,69.06,40.31
670,1,58.25,33.56
671,1,47.13,36.62
672,1,65.27,37.45
673,1,67.2,33.92
674,1,46.83,35.01
675,1,58.45,42.07
676,1,64.02,35.71
677,1,45.91,33.15
678,1,49.42,37.96
679,1,51.61,43.19
680,1,63.86,42.66
681,1,58.02,29.98
682,1,60.84,33.29
683,1,50.82,31.9
684,1,49.59,36.9
685,1,67.96,29.75
686,1,56.53,36.23
687,1,68.26,33.41
688,1,45.84,37.49
689,1,48.53,31.65
690,1,57.64,40.56
691,1,46.09,37.8
692,1,62.36,30.54
693,1,61.13,37.37
694,1,54.83,28.3
695,1,56.82,35.25
696,1,54.78,42.27
697,1,45.64,36.83
698,1,54.35,30.4
699,1,45.62,33.18
700,1,46.7,32.72
701,1,54.15,43.99
702,1,55.87,43.64
703,1,44.03,37.58
704,1,51.34,39.86
705,1,47.41,33.95
706,1,57.44,43.87
707,1,49.89,30.67
708,1,59.57,35.48
709,1,58.1,44.76
710,1,47.69,34.56
711,1,51.96,36.69
712,1,69.76,28.61
713,1,44.02,35.97
714,1,51.45,33.58
715,1,51.16,31.08
716,1,46.24,40.89
717,1,64.2,28.78
718,1,44.98,35.75
719,1,48.34,39.4
720,1,52.91,44.07
721,1,47.88,41.74
722,1,51.36,43.42
723,1,54.27,40.21
724,1,49.28,39.89
725,1,53.05,30.27
726,1,47.17,37.97
727,1,52.28,42.27
728,1,63.53,30.07
729,1,53.03,37.73
730,1,57.4,42.8
731,1,58.2,35.01
732,1,61.37,43.91
733,1,72.25,33.7
734,1,50.35,39.48
735,1,47.85,38.51
736,1,53.03,33.3
737,1,50.21,41.6
738,1,56.2,46.92
739,1,52.83,39.49
740,1,45.76,34.35
741,1,62.82,43.29
742,1,54.43,40.53
743,1,63.83,39.0
744,1,57.47,41.9
745,1,45.74,37.86
746,1,47.73,38.24
747,1,46.82,41.64
748,1,54.83,43.36
749,1,56.34,40.51
750,1,55.3,42.83
751,1,53.9,36.62
752,1,54.28,44.16
753,1,64.42,31.08
754,1,62.05,38.49
755,1,53.08,32.64
756,1,58.89,36.35
757,1,51.4,38.31
758,1,50.48,35.36
759,1,71.26,44.11
760,1,58.15,44.95
761,1,53.66,40.79
762,1,61.2,34.17
763,1,52.61,44.25
764,1,53.01,36.63
765,1,64.31,31.47
766,1,65.25,43.6
767,1,43.97,36.18
768,1,53.9,32.84
769,1,69.09,26.41
770,1,51.22,40.7
771,1,64.78,41.25
772,1,49.77,39.8
773,1,48.24,35.52
774,1,44.52,39.05
775,1,45.53,34.51
776,1,48.24,34.48
777,1,58.35,42.68
778,1,57.53,39.0
779,1,50.05,38.42
780,1,62.2,43.27
781,1,72.38,34.44
782,1,50.98,38.03
783,1,53.73,43.61
784,1,65.39,38.69
785,1,55.07,41.75
786,1,44.26,35.46
787,1,49.37,38.39
788,1,50.88,41.2
789,1,46.35,40.35
790,1,58.83,44.89
791,1,50.59,36.89
792,1,51.28,37.59
793,1,55.36,32.26
794,1,50.75,37.5
795,1,49.52,41.35
796,1,68.89,39.81
797,1,49.9,37.8
798,1,45.29,38.55
799,1,55.42,40.57
800,1,58.18,29.93
801,1,58.79,42.02
802,1,57.87,27.69
803,1,45.11,34.16
804,1,71.67,37.03
805,1,62.45,27.88
806,1,53.27,35.26
807,1,58.36,31.23
808,1,62.95,44.7
809,1,46.66,36.34
810,1,67.75,30.12
811,1,45.03,38.35
812,1,74.21,36.63
813,1,52.25,37.33
814,1,61.13,21.3
815,1,72.35,41.31
816,1,47.95,38.32
817,1,69.17,31.67
818,1,57.46,46.16
819,1,66.31,39.49
820,1,62.73,35.26
821,1,51.64,40.24
822,1,50.4,40.87
823,1,50.56,43.83
824,1,50.36,40.68
825,1,53.47,43.17
826,1,61.64,39.08
827,1,58.44,42.28
828,1,68.92,37.15
829,1,49.43,39.73
830,1,72.85,39.44
831,1,46.69,34.23
832,1,64.0,34.72
833,1,48.58,41.13
834,1,54.78,40.98
835,1,59.51,30.19
836,1,55.32,26.9
837,1,49.35,38.53
838,1,71.78,32.47
839,1,52.49,35.35
840,1,62.95,34.52
841,1,44.6,39.4
842,1,66.5,33.19
843,1,61.07,44.86
844,1,64.03,42.0
845,1,59.33,44.04
846,1,46.73,39.09
847,1,64.06,39.02
848,1,53.49,41.87
849,1,45.38,38.04
850,1,61.78,36.25
851,1,48.97,38.52
852,1,58.51,43.33
853,1,57.85,41.41
854,1,49.77,32.11
855,1,50.66,40.74
856,1,50.1,37.44
857,1,69.82,31.6
858,1,53.12,33.36
859,1,52.85,41.42
860,1,63.88,42.76
861,1,72.94,41.1
862,1,72.02,26.52
863,1,59.24,38.68
864,1,50.51,40.31
865,1,53.1,41.42
866,1,56.53,39.39
867,1,53.9,43.85
868,1,58.54,43.92
869,1,51.81,34.75
870,1,52.25,28.16
871,1,57.48,30.36
872,1,69.6,36.89
873,1,51.65,40.27
874,1,66.16,38.34
875,1,56.4,30.73
876,1,63.73,42.52
877,1,48.9,34.24
878,1,55.56,40.3
879,1,52.64,38.55
880,1,51.35,34.87
881,1,48.2,36.4
882,1,67.51,39.09
883,1,59.54,39.02
884,1,58.75,32.09
885,1,61.66,34.55
886,1,61.27,44.09
887,1,45.08,35.86
888,1,62.32,35.29
889,1,52.78,35.43
890,1,50.13,30.53
891,1,46.49,38.74
892,1,54.93,44.72
893,1,52.64,37.51
894,1,48.61,36.97
895,1,53.45,42.51
896,1,52.27,44.26
897,1,47.64,38.67
898,1,64.15,37.02
899,1,52.58,41.6
900,1,49.1,33.71
901,1,74.38,37.28
902,1,73.15,38.16
903,1,52.0,42.43
904,1,61.27,34.0
905,1,57.76,32.2
906,1,66.71,38.35
907,1,52.81,40.65
908,1,53.69,36.89
909,1,54.9,35.41
910,1,58.91,41.24
911,1,59.42,39.11
912,1,65.04,38.21
913,1,50.77,35.89
914,1,74.16,37.04
915,1,59.9,33.08
916,1,48.92,38.62
917,1,48.54,34.19
918,1,57.12,44.73
919,1,60.45,40.67
920,1,68.14,33.49
921,1,49.81,40.64
922,1,44.58,38.35
923,1,67.45,43.49
924,1,46.27,37.27
925,1,70.04,34.89
926,1,72.28,36.27
927,1,46.12,37.86
928,1,51.63,40.31
929,1,44.67,37.4
930,1,47.07,30.82
931,1,68.38,37.75
932,1,46.04,35.03
933,1,58.56,39.01
934,1,65.2,40.33
935,1,58.67,41.41
936,1,44.83,35.91
937,1,58.86,41.15
938,1,45.73,40.54
939,1,49.58,38.19
940,1,60.34,33.72
941,1,53.09,37.67
942,1,63.41,39.87
943,1,53.88,34.68
944,1,55.6,36.62
945,1,51.16,42.66
946,1,67.53,43.01
947,1,45.53,39.52
948,1,44.85,39.35
949,1,46.49,37.47
950,1,69.18,31.11
951,1,68.63,37.76
952,1,46.69,38.71
953,1,44.53,39.55
954,1,53.18,41.79
955,1,46.29,34.95
956,1,48.96,37.13
957,1,51.65,41.51
958,1,64.04,30.01
959,1,44.85,39.44
960,1,59.84,20.52
961,1,44.13,35.9
962,1,48.7,41.14
963,1,48.5,38.78
964,1,57.31,39.27
965,1,64.8,33.16
966,1,61.67,30.1
967,1,55.05,43.68
968,1,55.95,30.13
969,1,47.61,37.89
970,1,58.99,35.41
971,1,56.49,44.78
972,1,58.55,44.09
973,1,59.95,22.51
974,1,47.58,34.1
975,1,56.67,46.97
976,1,53.05,43.64
977,1,63.11,27.89
978,1,55.98,20.54
979,1,52.38,38.34
980,1,58.91,42.55
981,1,59.42,39.42
982,1,47.22,38.75
983,1,71.98,22.69
984,1,53.21,39.39
985,1,64.56,39.18
986,1,45.25,32.73
987,1,46.05,40.53
988,1,50.28,30.7
989,1,60.31,35.16
990,1,52.42,39.01
991,1,60.37,30.43
992,1,50.59,30.42
993,1,67.61,31.22
994,1,48.21,35.4
995,1,59.05,30.91
996,1,51.78,42.33
997,1,48.01,43.38
998,1,55.1,45.19
999,1,68.36,40.31
1000,1,52.89,32.62
1001,1,46.35,35.39
1002,1,54.71,43.05
1003,1,62.99,44.1
1004,1,49.62,40.96
1005,1,67.55,33.36
1006,1,64.93,39.16
1007,1,58.18,34.34
1008,1,45.77,36.02
1009,1,50.34,43.04
1010,1,55.03,43.51
1011,1,54.52,33.5
1012,1,65.36,35.94
1013,1,54.37,40.84
1014,1,51.29,36.99
1015,1,48.62,38.65
1016,1,47.58,40.41
1017,1,54.52,42.69
1018,1,45.75,34.31
1019,1,58.38,40.05
1020,1,57.32,30.17
1021,1,50.25,38.87
1022,1,57.53,35.25
1023,1,48.34,40.42
1024,1,59.76,45.36
1025,1,55.93,41.58
1026,1,69.43,41.86
1027,1,69.12,31.85
1028,1,58.64,46.41
1029,1,57.17,27.46
1030,1,70.11,27.37
1031,1,67.41,33.18
1032,1,51.67,38.22
1033,4,83.78,61.85
1034,4,98.91,67.51
1035,4,96.74,56.38
1036,4,98.83,56.17
1037,4,87.65,59.06
1038,4,84.71,54.97
1039,4,85.76,64.04
1040,4,88.9,66.09
1041,4,108.6,50.47
1042,4,83.36,55.1
1043,4,90.51,53.58
1044,4,95.95,59.04
1045,4,101.08,61.52
1046,4,92.34,39.36
1047,4,99.42,61.94
1048,4,89.9,52.74
1049,4,82.5,47.36
1050,4,94.45,55.4
1051,4,90.56,59.78
1052,4,104.73,57.53
1053,4,100.31,54.93
1054,4,101.48,53.64
1055,4,85.4,43.97
1056,4,89.33,50.83
1057,4,86.52,55.31
1058,4,90.62,63.39
1059,4,87.62,67.59
1060,4,103.96,50.41
1061,4,91.98,47.73
1062,4,92.47,51.56
1063,4,105.86,59.65
1064,4,97.29,62.91
1065,4,101.78,61.38
1066,4,87.1,58.07
1067,4,90.87,48.01
1068,4,88.16,53.26
1069,4,83.46,58.38
1070,4,104.05,50.95
1071,4,100.05,47.13
1072,4,87.67,53.13
1073,4,103.27,60.35
1074,4,98.93,54.16
1075,4,84.61,62.15
1076,4,99.96,71.09
1077,4,95.0,59.79
1078,4,84.93,29.3
1079,4,91.66,60.08
1080,4,105.31,52.45
1081,4,84.25,56.53
1082,4,91.98,58.59
1083,4,107.05,62.14
1084,4,97.17,54.81
1085,4,100.66,51.78
1086,4,101.28,44.76
1087,4,85.96,53.76
1088,4,98.84,52.01
1089,4,97.45,56.33
1090,4,87.13,54.09
1091,4,99.13,51.98
1092,4,107.15,73.34
1093,4,84.84,45.8
1094,4,91.5,43.33
1095,4,90.93,57.0
1096,4,83.73,54.89
1097,4,83.95,54.24
1098,4,92.17,59.72
1099,4,93.16,53.35
1100,4,95.02,57.32
1101,4,88.88,58.35
1102,4,91.39,57.93
1103,4,83.05,56.51
1104,4,104.84,61.37
1105,4,85.18,62.3
1106,4,91.96,45.86
1107,4,99.52,55.52
1108,4,87.75,55.38
1109,4,89.02,54.0
1110,4,102.71,50.47
1111,4,103.17,58.64
1112,4,88.36,63.04
1113,4,102.43,56.51
1114,4,101.14,68.08
1115,4,84.76,48.19
1116,4,88.88,46.65
1117,4,92.4,66.26
1118,4,88.71,51.72
1119,4,91.59,45.13
1120,4,87.91,46.14
1121,4,86.6,56.58
1122,4,91.47,42.42
1123,4,84.14,49.48
1124,4,108.31,49.76
1125,4,90.35,57.96
1126,4,89.05,61.57
1127,4,101.05,50.67
1128,4,88.59,54.27
1129,4,99.25,52.92
1130,4,95.02,63.23
1131,4,88.63,60.85
1132,4,86.27,61.63
1133,4,92.64,48.81
1134,4,104.4,51.01
1135,4,107.62,66.22
1136,4,105.51,52.62
1137,4,90.07,49.49
1138,4,96.13,56.12
1139,4,91.12,48.18
1140,4,88.78,64.22
1141,4,104.53,56.23
1142,4,109.53,55.56
1143,4,102.96,58.01
1144,4,102.78,56.67
1145,4,98.51,61.25
1146,4,95.53,64.3
1147,4,88.14,45.87
1148,4,99.94,32.85
1149,4,100.0,62.65
1150,4,83.49,57.31
1151,4,92.72,60.93
